"X1","Estado","Fecha","IA_dia_1","IA_dia_2","IA_dia_3","IA_dia_4","IA_dia_5","IA_dia_6","IA_dia_7","IA_dia_8","IA_dia_9","IA_dia_10","IA_dia_11","IA_dia_12","IA_dia_13","IA_dia_14","IA_dia_15","IA_dia_16","IA_dia_17","IA_dia_18","IA_dia_19","IA_dia_20","IA_dia_21","IA_dia_22","IA_dia_23","IA_dia_24","IA_dia_25"
16,"Melilla",2020-10-21,479.401102858695,487.666639114879,487.666639114879,487.666639114879,527.813529502061,584.491492401611,551.429347376873,553.790929164354,572.683583464204,572.683583464204,572.683583464204,748.621426631558,853.711816174474,884.41237941173,922.19768801143,969.429323761055,969.429323761055,969.429323761055,1141.82479424719,1184.33326642185,1277.61574702736,1361.45190048294,1406.32195444509,1406.32195444509,1406.32195444509
18,"Navarra",2020-10-23,683.749111464645,683.749111464645,753.754927332425,814.836924913762,782.218830487456,818.991116185037,854.532530394833,854.532530394833,854.532530394833,955.77171026516,1011.16092721549,1031.00872995603,1069.47346394931,1075.93553926018,1075.93553926018,1075.93553926018,1120.86234856434,1158.25007000582,1178.86716742622,1193.94534315158,1205.94634015749,1205.94634015749,1205.94634015749,1221.02451588286,1201.63828995024
